date,open,high,low,close,volume
2022-04-18 13:30:00+00:00,278.9100036621094,281.8999938964844,278.9100036621094,280.760009765625,"not a volume"
2022-04-18 13:35:00+00:00,280.760009765625,280.9100036621094,279.54998779296875,279.5538024902344,550448
2022-04-18 13:40:00+00:00,279.54998779296875,280.3399963378906,279.20001220703125,279.7699890136719,532356
2022-04-18 13:45:00+00:00,279.8699951171875,279.8699951171875,279.010009765625,279.56890869140625,379377
2022-04-18 13:50:00+00:00,279.6199951171875,279.7850036621094,278.79998779296875,279.07000732421875,332695
2022-04-18 13:55:00+00:00,279.07000732421875,279.8949890136719,278.7900085449219,279.8500061035156,345916
2022-04-18 14:00:00+00:00,279.8599853515625,281.1099853515625,279.739990234375,280.6099853515625,502299
2022-04-18 14:05:00+00:00,280.4800109863281,281.135009765625,279.79998779296875,279.79998779296875,308122
2022-04-18 14:10:00+00:00,279.80999755859375,281.1199951171875,279.67950439453125,280.68011474609375,273020
2022-04-18 14:15:00+00:00,280.7099914550781,280.9800109863281,280.44000244140625,280.7699890136719,388901
2022-04-18 14:20:00+00:00,280.7099914550781,282.3900146484375,280.5,282.1499938964844,329789
2022-04-18 14:25:00+00:00,282.1600036621094,282.30999755859375,281.7900085449219,281.989990234375,322491
2022-04-18 14:30:00+00:00,281.989990234375,282.3500061035156,281.80999755859375,282.3399963378906,211921
2022-04-18 14:35:00+00:00,282.3399963378906,282.3599853515625,281.9200134277344,282.1099853515625,166618
2022-04-18 14:40:00+00:00,282.1300048828125,282.4599914550781,281.760009765625,282.0950012207031,234329
2022-04-18 14:45:00+00:00,282.1099853515625,282.3299865722656,281.75,281.8800048828125,152260
2022-04-18 14:50:00+00:00,281.864990234375,281.95001220703125,281.0188903808594,281.0899963378906,188042
2022-04-18 14:55:00+00:00,281.0950012207031,281.1099853515625,280.55999755859375,281.0400085449219,194385
2022-04-18 15:00:00+00:00,281.0400085449219,281.3197021484375,280.67999267578125,281.1400146484375,168808
2022-04-18 15:05:00+00:00,281.19000244140625,281.3900146484375,281.0799865722656,281.1099853515625,126332
2022-04-18 15:10:00+00:00,281.0799865722656,281.1300048828125,280.7200012207031,280.7250061035156,202439
2022-04-18 15:15:00+00:00,280.7200012207031,280.760009765625,280.19000244140625,280.32000732421875,248828
2022-04-18 15:20:00+00:00,280.32000732421875,280.4200134277344,279.75,279.989990234375,208522
2022-04-18 15:25:00+00:00,279.989990234375,280.1379089355469,279.79998779296875,280.010009765625,209509
2022-04-18 15:30:00+00:00,280.010009765625,280.1600036621094,279.7349853515625,279.8999938964844,168226
2022-04-18 15:35:00+00:00,279.95001220703125,280.0199890136719,279.6000061035156,279.7799987792969,156443
2022-04-18 15:40:00+00:00,279.760009765625,279.9787902832031,279.57000732421875,279.9599914550781,135574
2022-04-18 15:45:00+00:00,279.95001220703125,280.07000732421875,279.3999938964844,279.3999938964844,162404
2022-04-18 15:50:00+00:00,279.4200134277344,279.8349914550781,279.3599853515625,279.8349914550781,113085
2022-04-18 15:55:00+00:00,279.8500061035156,280.0199890136719,279.739990234375,279.9599914550781,139688
2022-04-18 16:00:00+00:00,279.9599914550781,280.07000732421875,279.70001220703125,279.8616943359375,152985
2022-04-18 16:05:00+00:00,279.8800048828125,280.010498046875,279.7200012207031,279.8599853515625,181561
2022-04-18 16:10:00+00:00,279.8599853515625,279.94000244140625,279.260009765625,279.3299865722656,261844
2022-04-18 16:15:00+00:00,279.30999755859375,279.4200134277344,279.1700134277344,279.2900085449219,186008
2022-04-18 16:20:00+00:00,279.28009033203125,279.4100036621094,278.9100036621094,279.0299987792969,172008
2022-04-18 16:25:00+00:00,279.0400085449219,279.1000061035156,278.75,278.79998779296875,199841
2022-04-18 16:30:00+00:00,278.7699890136719,279.0199890136719,278.6400146484375,278.8999938964844,210281
2022-04-18 16:35:00+00:00,278.8800048828125,279.1099853515625,278.8399963378906,278.8599853515625,124396
2022-04-18 16:40:00+00:00,278.8500061035156,279.32000732421875,278.6400146484375,279.2200012207031,183466
2022-04-18 16:45:00+00:00,279.25,279.4100036621094,278.80999755859375,278.9700012207031,137933
2022-04-18 16:50:00+00:00,278.9599914550781,279.2699890136719,278.8699951171875,279.010009765625,158752
2022-04-18 16:55:00+00:00,279.0199890136719,279.1300048828125,278.8900146484375,278.8900146484375,104751
2022-04-18 17:00:00+00:00,278.8999938964844,278.931396484375,278.6300048828125,278.8399963378906,113256
2022-04-18 17:05:00+00:00,278.8599853515625,279.29998779296875,278.7099914550781,279.239990234375,113502
2022-04-18 17:10:00+00:00,279.25,279.5976867675781,279.2099914550781,279.42498779296875,136551
2022-04-18 17:15:00+00:00,279.4200134277344,279.4200134277344,278.8800048828125,278.8999938964844,126973
2022-04-18 17:20:00+00:00,278.8800048828125,279.32000732421875,278.82000732421875,279.20489501953125,122648
2022-04-18 17:25:00+00:00,279.17999267578125,279.3500061035156,279.13751220703125,279.29998779296875,113321
2022-04-18 17:30:00+00:00,279.2699890136719,280.2998962402344,279.2300109863281,280.2699890136719,240358
2022-04-18 17:35:00+00:00,280.2099914550781,280.65008544921875,280.2099914550781,280.65008544921875,204533
2022-04-18 17:40:00+00:00,280.6549987792969,280.75,280.5000915527344,280.6499938964844,76380
2022-04-18 17:45:00+00:00,280.6600036621094,280.8999938964844,280.45001220703125,280.7900085449219,180981
2022-04-18 17:50:00+00:00,280.5150146484375,280.9849853515625,280.4800109863281,280.9800109863281,166359
2022-04-18 17:55:00+00:00,280.960205078125,281.3699951171875,280.8251953125,280.9100036621094,234920
2022-04-18 18:00:00+00:00,280.9200134277344,281.3599853515625,280.8399963378906,280.92999267578125,169199
2022-04-18 18:05:00+00:00,280.9100036621094,281.0299987792969,280.6099853515625,280.760009765625,106065
2022-04-18 18:10:00+00:00,280.7799987792969,280.7799987792969,280.4800109863281,280.614990234375,145405
2022-04-18 18:15:00+00:00,280.6199951171875,281.0,280.2799987792969,280.45001220703125,167418
2022-04-18 18:20:00+00:00,280.4599914550781,281.3399963378906,280.4100036621094,281.3399963378906,109085
2022-04-18 18:25:00+00:00,281.3599853515625,281.4700012207031,280.65008544921875,280.80999755859375,160709
2022-04-18 18:30:00+00:00,280.80499267578125,281.1199951171875,280.739990234375,280.9599914550781,144694
2022-04-18 18:35:00+00:00,280.9700012207031,281.1499938964844,280.7099914550781,280.7799987792969,162010
2022-04-18 18:40:00+00:00,280.75,280.9100036621094,280.55010986328125,280.7699890136719,106255
2022-04-18 18:45:00+00:00,280.75,280.8380126953125,280.44000244140625,280.7005920410156,361100
2022-04-18 18:50:00+00:00,280.70001220703125,281.1499938964844,280.5801086425781,280.93499755859375,121417
2022-04-18 18:55:00+00:00,280.9100036621094,280.95001220703125,280.4599914550781,280.4800109863281,158983
2022-04-18 19:00:00+00:00,280.47601318359375,280.6499938964844,280.17498779296875,280.25,143549
2022-04-18 19:05:00+00:00,280.2200012207031,280.57000732421875,280.2200012207031,280.3900146484375,153552
2022-04-18 19:10:00+00:00,280.4100036621094,280.6300048828125,279.8800048828125,280.1099853515625,160107
2022-04-18 19:15:00+00:00,280.1400146484375,280.30999755859375,279.92999267578125,279.9599914550781,144321
2022-04-18 19:20:00+00:00,279.9800109863281,280.20001220703125,279.689697265625,279.8699951171875,137505
2022-04-18 19:25:00+00:00,279.8800048828125,280.1099853515625,279.75,279.94500732421875,226040
2022-04-18 19:30:00+00:00,279.92999267578125,279.92999267578125,279.17999267578125,279.2900085449219,227531
2022-04-18 19:35:00+00:00,279.2900085449219,279.3800048828125,278.9200134277344,279.1499938964844,225411
2022-04-18 19:40:00+00:00,279.1499938964844,279.3800048828125,278.8800048828125,279.1199951171875,238573
2022-04-18 19:45:00+00:00,279.1300048828125,279.1300048828125,278.489990234375,278.6199951171875,404372
2022-04-18 19:50:00+00:00,278.6000061035156,279.05999755859375,278.3399963378906,279.0299987792969,420672
2022-04-18 19:55:00+00:00,279.44000244140625,280.6199951171875,279.3999938964844,280.6000061035156,868407
2022-04-19 13:30:00+00:00,279.7200012207031,280.1499938964844,279.1499938964844,279.6199951171875,1144087
2022-04-19 13:35:00+00:00,279.6099853515625,279.94000244140625,278.489990234375,278.6600036621094,593349
2022-04-19 13:40:00+00:00,278.5799865722656,280.3599853515625,278.4100036621094,279.9200134277344,550150
2022-04-19 13:45:00+00:00,279.9100036621094,281.0899963378906,279.75,280.9100036621094,462401
2022-04-19 13:50:00+00:00,280.9599914550781,281.79998779296875,280.614990234375,281.5,435530
2022-04-19 13:55:00+00:00,281.5199890136719,282.4200134277344,281.20001220703125,282.4200134277344,352949
2022-04-19 14:00:00+00:00,282.3999938964844,282.9200134277344,282.05999755859375,282.67999267578125,351545
2022-04-19 14:05:00+00:00,282.7200012207031,283.6099853515625,282.5600891113281,283.2699890136719,334544
2022-04-19 14:10:00+00:00,283.3399963378906,284.20001220703125,283.2900085449219,283.8299865722656,262641
2022-04-19 14:15:00+00:00,283.8367004394531,284.369384765625,283.7200012207031,284.0299987792969,248009
2022-04-19 14:20:00+00:00,283.8800048828125,283.8999938964844,283.2900085449219,283.5950012207031,300449
2022-04-19 14:25:00+00:00,283.6099853515625,283.7200012207031,283.19000244140625,283.3299865722656,241442
2022-04-19 14:30:00+00:00,283.3599853515625,283.6889953613281,283.2650146484375,283.5199890136719,234099
2022-04-19 14:35:00+00:00,283.5199890136719,284.1000061035156,283.2300109863281,284.07000732421875,260816
2022-04-19 14:40:00+00:00,284.0899963378906,284.75,284.010009765625,284.57000732421875,262265
2022-04-19 14:45:00+00:00,284.6300048828125,284.7099914550781,284.3500061035156,284.3500061035156,212711
2022-04-19 14:50:00+00:00,284.30999755859375,284.32000732421875,283.8299865722656,283.8399963378906,129732
2022-04-19 14:55:00+00:00,283.8599853515625,284.0498962402344,283.7550048828125,283.92999267578125,174471
2022-04-19 15:00:00+00:00,283.8800048828125,284.0199890136719,283.6199951171875,284.010009765625,153302
2022-04-19 15:05:00+00:00,284.0199890136719,284.6622009277344,283.95001220703125,284.1000061035156,239849
2022-04-19 15:10:00+00:00,284.0899963378906,284.19000244140625,283.6700134277344,283.67999267578125,182786
2022-04-19 15:15:00+00:00,283.6700134277344,284.3800048828125,283.6000061035156,283.75,248010
2022-04-19 15:20:00+00:00,283.7200012207031,284.489990234375,283.68499755859375,284.4479064941406,206094
2022-04-19 15:25:00+00:00,284.45001220703125,284.55999755859375,284.07000732421875,284.4200134277344,206107
2022-04-19 15:30:00+00:00,284.4100036621094,284.6000061035156,283.8999938964844,284.0299987792969,133870
2022-04-19 15:35:00+00:00,284.0199890136719,284.5,284.010009765625,284.3900146484375,131727
2022-04-19 15:40:00+00:00,284.3699951171875,284.55999755859375,284.20001220703125,284.3299865722656,160531
2022-04-19 15:45:00+00:00,284.29998779296875,284.7200012207031,284.260009765625,284.5299987792969,129341
2022-04-19 15:50:00+00:00,284.510009765625,284.82000732421875,284.510009765625,284.7799987792969,99616
2022-04-19 15:55:00+00:00,284.69061279296875,284.71051025390625,284.25,284.3599853515625,183358
2022-04-19 16:00:00+00:00,284.2699890136719,284.2699890136719,283.75,284.1000061035156,150954
2022-04-19 16:05:00+00:00,284.02899169921875,284.239990234375,283.92999267578125,284.239990234375,98759
2022-04-19 16:10:00+00:00,284.2099914550781,284.25201416015625,283.7799987792969,283.80999755859375,94522
2022-04-19 16:15:00+00:00,283.79998779296875,283.95001220703125,283.69000244140625,283.75,98852
2022-04-19 16:20:00+00:00,283.75,283.9649963378906,283.67999267578125,283.82000732421875,123293
2022-04-19 16:25:00+00:00,283.80999755859375,283.8500061035156,283.5199890136719,283.5877990722656,132906
2022-04-19 16:30:00+00:00,283.6000061035156,283.8299865722656,283.45001220703125,283.7900085449219,143125
2022-04-19 16:35:00+00:00,283.79998779296875,283.8900146484375,283.3700866699219,283.4200134277344,123015
2022-04-19 16:40:00+00:00,283.44000244140625,283.6199951171875,283.2900085449219,283.5169982910156,87326
2022-04-19 16:45:00+00:00,283.5199890136719,283.7699890136719,283.5199890136719,283.7099914550781,139295
2022-04-19 16:50:00+00:00,283.7300109863281,283.9898986816406,283.70001220703125,283.93499755859375,124557
2022-04-19 16:55:00+00:00,283.95001220703125,283.989990234375,283.7099914550781,283.80999755859375,192999
2022-04-19 17:00:00+00:00,283.7803039550781,284.05999755859375,283.6400146484375,283.875,88031
2022-04-19 17:05:00+00:00,283.82000732421875,283.8699951171875,283.5199890136719,283.5199890136719,106694
2022-04-19 17:10:00+00:00,283.54998779296875,283.6099853515625,283.32000732421875,283.54998779296875,139058
2022-04-19 17:15:00+00:00,283.56658935546875,283.80999755859375,283.4440002441406,283.7300109863281,163567
2022-04-19 17:20:00+00:00,283.7300109863281,283.9200134277344,283.54998779296875,283.62811279296875,103811
2022-04-19 17:25:00+00:00,283.6099853515625,283.6700134277344,283.1499938964844,283.20001220703125,187225
2022-04-19 17:30:00+00:00,283.17999267578125,283.70001220703125,283.1099853515625,283.6400146484375,156071
2022-04-19 17:35:00+00:00,283.6199951171875,283.69000244140625,283.2699890136719,283.32000732421875,109434
2022-04-19 17:40:00+00:00,283.32000732421875,283.3900146484375,283.1520080566406,283.1700134277344,130808
2022-04-19 17:45:00+00:00,283.17498779296875,283.57000732421875,282.9800109863281,283.5201110839844,203409
2022-04-19 17:50:00+00:00,283.5400085449219,284.0199890136719,283.5299987792969,283.8399963378906,209619
2022-04-19 17:55:00+00:00,283.8699035644531,283.8699035644531,283.5400085449219,283.54998779296875,198565
2022-04-19 18:00:00+00:00,283.5450134277344,283.6300048828125,283.25,283.5400085449219,155296
2022-04-19 18:05:00+00:00,283.55999755859375,283.8399963378906,283.5,283.8299865722656,207965
2022-04-19 18:10:00+00:00,283.82000732421875,283.82000732421875,282.9700012207031,283.42999267578125,215392
2022-04-19 18:15:00+00:00,283.3999938964844,283.3999938964844,283.0199890136719,283.0899963378906,112138
2022-04-19 18:20:00+00:00,283.07000732421875,283.42999267578125,282.9100036621094,283.3299865722656,134231
2022-04-19 18:25:00+00:00,283.3210144042969,283.55999755859375,282.9200134277344,283.5199890136719,142854
2022-04-19 18:30:00+00:00,283.5199890136719,283.79998779296875,283.260009765625,283.3599853515625,228776
2022-04-19 18:35:00+00:00,283.3699951171875,283.8299865722656,283.17999267578125,283.7900085449219,136006
2022-04-19 18:40:00+00:00,283.79998779296875,283.8599853515625,283.5799865722656,283.7699890136719,124392
2022-04-19 18:45:00+00:00,283.80999755859375,283.8934020996094,283.6700134277344,283.8550109863281,103309
2022-04-19 18:50:00+00:00,283.8699951171875,284.2900085449219,283.75,283.8800048828125,132116
2022-04-19 18:55:00+00:00,283.8900146484375,284.3599853515625,283.8900146484375,284.260009765625,153649
2022-04-19 19:00:00+00:00,284.2799987792969,284.4200134277344,284.1499938964844,284.25,143549
2022-04-19 19:05:00+00:00,284.2300109863281,284.70001220703125,284.04998779296875,284.6300048828125,128683
2022-04-19 19:10:00+00:00,284.614013671875,285.2900085449219,284.5199890136719,285.2200012207031,320763
2022-04-19 19:15:00+00:00,285.2349853515625,285.4649963378906,284.9700012207031,285.2078857421875,240381
2022-04-19 19:20:00+00:00,285.2650146484375,285.5400085449219,285.05999755859375,285.510009765625,250622
2022-04-19 19:25:00+00:00,285.5299987792969,285.58209228515625,285.20001220703125,285.25,197598
2022-04-19 19:30:00+00:00,285.2799987792969,285.7900085449219,285.20001220703125,285.5799865722656,260085
2022-04-19 19:35:00+00:00,285.5899963378906,286.1099853515625,285.5799865722656,285.9200134277344,354635
2022-04-19 19:40:00+00:00,285.92999267578125,285.92999267578125,285.19000244140625,285.260009765625,351330
2022-04-19 19:45:00+00:00,285.260009765625,285.3800048828125,284.75,285.2300109863281,382935
2022-04-19 19:50:00+00:00,285.2349853515625,286.1700134277344,285.2349853515625,285.32000732421875,697921
2022-04-19 19:55:00+00:00,285.30999755859375,285.80999755859375,284.5,285.3800048828125,1235980
2022-04-20 13:30:00+00:00,289.3999938964844,289.70001220703125,287.75,287.80999755859375,1727650
2022-04-20 13:35:00+00:00,287.7950134277344,288.3299865722656,286.9800109863281,288.0400085449219,517953
2022-04-20 13:40:00+00:00,288.0400085449219,288.0899963378906,286.0299987792969,286.3900146484375,583311
2022-04-20 13:45:00+00:00,286.4200134277344,286.7900085449219,286.05999755859375,286.2900085449219,313466
2022-04-20 13:50:00+00:00,286.2900085449219,287.1499938964844,285.989990234375,286.4949951171875,359206
